id,dataset_name,category,source,last_update,record_count,file_size_mb,created_at
499,Flight Schedules 2023,Transportation,API Collection,2025-02-08,2659,1.45,2024-03-06 14:20:31
500,Investment Portfolio 2023,Finance,Data.gov,2025-10-23,1014353,272.65,2025-02-26 14:20:31
501,Investment Portfolio 2022,Finance,API Collection,2025-05-03,60047,10.79,2024-05-08 14:20:31
502,Store Performance 2023,Retail,AWS Open Data,2025-04-27,42332,19.53,2023-05-06 14:20:31
503,Product Catalog 2021,E-commerce,Web Scraping,2025-01-28,6322,5.44,2024-01-04 14:20:31
504,Sentiment Analysis 2023,Social Media,Company Database,2025-04-19,6609,3.66,2024-04-02 14:20:31
505,Product Catalog 2020,E-commerce,GitHub,2025-07-29,785786,689.11,2024-03-28 14:20:31
506,Sensor Readings 2022,IoT,UCI ML Repository,2025-01-20,98062,54.43,2024-04-09 14:20:31
507,Investment Portfolio 2022,Finance,Google Dataset Search,2025-10-08,18219,15.48,2024-06-29 14:20:31
508,Clinical Trials 2021,Healthcare,Google Dataset Search,2025-05-09,4748912,2016.66,2024-07-07 14:20:31
509,Inventory Management 2023,Retail,UCI ML Repository,2025-09-21,7380762,3605.31,2024-01-22 14:20:31
510,Product Reviews 2023,E-commerce,Google Dataset Search,2025-02-20,9107,5.28,2023-06-05 14:20:31
511,Production Metrics 2023,Manufacturing,AWS Open Data,2025-01-19,8713,4.53,2024-04-11 14:20:31
512,Inventory Management 2023,Retail,Company Database,2025-03-23,406803,123.55,2024-03-14 14:20:31
513,Product Reviews 2024,E-commerce,Company Database,2025-04-30,7313,0.93,2024-01-06 14:20:31
514,Smart Home Data 2020,IoT,Company Database,2025-03-02,434661,132.24,2024-08-24 14:20:31
515,User Interactions 2020,Social Media,Company Database,2025-04-19,6552145,5711.78,2024-10-16 14:20:31
516,Learning Analytics 2023,Education,Web Scraping,2025-03-25,5289,4.84,2025-01-03 14:20:31
517,Inventory Management 2020,Retail,API Collection,2025-08-04,8448336,7630.18,2023-12-23 14:20:31
518,Stock Market Data 2022,Finance,Company Database,2025-07-18,1805,1.37,2024-07-10 14:20:31
519,Investment Portfolio 2021,Finance,UCI ML Repository,2025-09-04,577822,72.81,2023-10-23 14:20:31
520,Medical Imaging 2023,Healthcare,Web Scraping,2025-08-03,870449,310.85,2023-08-18 14:20:31
521,Influencer Metrics 2023,Social Media,GitHub,2025-04-06,23580,4.97,2023-10-11 14:20:31
522,Trending Topics 2023,Social Media,Internal,2025-09-23,9786769,8164.89,2025-08-15 14:20:31
523,User Purchase History 2021,E-commerce,Kaggle,2025-04-04,598626,449.68,2023-12-11 14:20:31
524,Public Transit Usage 2021,Transportation,AWS Open Data,2025-05-28,86529,47.75,2025-04-03 14:20:31
525,Traffic Patterns 2024,Transportation,Company Database,2024-12-31,34986,29.14,2023-07-22 14:20:31
526,User Purchase History 2024,E-commerce,Company Database,2025-03-22,988605,973.03,2023-05-26 14:20:31
527,Traffic Patterns 2024,Transportation,AWS Open Data,2025-01-07,7994,6.99,2023-07-09 14:20:31
528,Transaction Records 2024,Finance,Internal,2025-01-22,784959,315.7,2023-02-18 14:20:31
529,Environmental Monitoring 2021,IoT,Data.gov,2025-09-13,69062,34.12,2024-06-17 14:20:31
530,Credit Risk Assessment 2020,Finance,UCI ML Repository,2025-08-23,9092258,8348.13,2024-11-14 14:20:31
531,User Interactions 2021,Social Media,UCI ML Repository,2025-03-19,3122,3.05,2023-09-26 14:20:31
532,Learning Analytics 2021,Education,Web Scraping,2025-06-25,685028,365.65,2024-04-01 14:20:31
533,Social Media Engagement 2023,Marketing,AWS Open Data,2025-10-28,565720,375.44,2024-05-02 14:20:31
534,Production Metrics 2022,Manufacturing,GitHub,2025-07-25,97107,48.56,2023-09-08 14:20:31
535,Investment Portfolio 2023,Finance,GitHub,2025-03-07,461662,422.47,2024-09-03 14:20:31
536,Store Performance 2023,Retail,Kaggle,2025-05-18,539808,502.72,2023-10-28 14:20:31
537,Public Transit Usage 2020,Transportation,Data.gov,2025-03-19,8947621,6916.95,2024-05-09 14:20:31
538,Social Media Engagement 2020,Marketing,AWS Open Data,2025-07-11,1559,1.56,2023-12-16 14:20:31
539,Customer Behavior Analysis 2020,Marketing,API Collection,2025-02-24,77962,75.83,2023-11-01 14:20:31
540,Flight Schedules 2021,Transportation,UCI ML Repository,2025-09-19,8606319,3785.97,2025-02-16 14:20:31
541,Production Metrics 2020,Manufacturing,Google Dataset Search,2025-11-17,35647,32.44,2024-01-07 14:20:31
542,Public Transit Usage 2022,Transportation,Google Dataset Search,2025-02-08,9129,1.73,2024-07-08 14:20:31
543,Traffic Patterns 2022,Transportation,Web Scraping,2025-06-04,783467,253.1,2023-10-27 14:20:31
544,Sentiment Analysis 2023,Social Media,Internal,2025-09-17,1855,1.21,2024-12-05 14:20:31
545,Investment Portfolio 2024,Finance,Internal,2025-05-03,644629,390.08,2024-03-03 14:20:31
546,Customer Behavior Analysis 2024,Marketing,API Collection,2025-11-23,342151,175.77,2024-08-17 14:20:31
547,Credit Risk Assessment 2022,Finance,Internal,2025-08-27,95968,36.4,2025-02-05 14:20:31
548,Course Enrollment 2022,Education,Google Dataset Search,2025-11-19,1619264,1447.19,2024-03-26 14:20:31
549,Shopping Cart Abandonment 2024,E-commerce,Web Scraping,2025-12-04,54894,37.31,2024-12-19 14:20:31
550,Stock Market Data 2023,Finance,UCI ML Repository,2024-12-17,3043686,1410.04,2023-11-15 14:20:31
551,Vehicle Telemetry 2021,IoT,Internal,2025-05-25,65439,6.71,2024-09-04 14:20:31
552,Patient Records 2024,Healthcare,Google Dataset Search,2025-06-04,6513,5.59,2023-07-11 14:20:31
553,Product Catalog 2023,E-commerce,AWS Open Data,2025-11-21,444345,112.71,2024-06-23 14:20:31
554,Flight Schedules 2024,Transportation,UCI ML Repository,2025-01-15,7092136,1569.36,2023-01-26 14:20:31
555,Customer Behavior Analysis 2022,Marketing,Google Dataset Search,2025-09-19,1619,0.55,2024-10-13 14:20:31
556,Equipment Maintenance 2020,Manufacturing,Kaggle,2025-02-14,3147884,3047.12,2023-05-23 14:20:31
557,Environmental Monitoring 2021,IoT,Kaggle,2025-02-01,36613,30.87,2024-02-25 14:20:31
558,Medical Imaging 2020,Healthcare,UCI ML Repository,2025-10-05,1428384,614.49,2025-01-03 14:20:31
559,Clinical Trials 2023,Healthcare,Web Scraping,2025-09-15,6233077,2099.9,2024-12-22 14:20:31
560,Student Performance 2020,Education,AWS Open Data,2025-12-07,1532,1.27,2024-07-09 14:20:31
561,Shopping Cart Abandonment 2020,E-commerce,AWS Open Data,2025-10-22,5216,4.18,2024-07-23 14:20:31
562,Trending Topics 2020,Social Media,Data.gov,2025-09-14,4683272,2593.3,2023-11-21 14:20:31
563,Sentiment Analysis 2022,Social Media,GitHub,2025-05-04,6121,2.69,2024-11-27 14:20:31
564,Customer Behavior Analysis 2022,Marketing,Data.gov,2025-04-13,270133,41.78,2024-01-14 14:20:31
565,Influencer Metrics 2024,Social Media,Company Database,2025-03-23,544432,497.84,2024-07-17 14:20:31
566,Learning Analytics 2020,Education,Internal,2025-07-20,70530,29.49,2024-06-08 14:20:31
567,Production Metrics 2021,Manufacturing,AWS Open Data,2025-06-13,571605,532.16,2024-07-14 14:20:31
568,Supply Chain 2022,Manufacturing,GitHub,2025-10-14,997545,109.39,2025-04-07 14:20:31
569,Patient Records 2021,Healthcare,Kaggle,2025-02-25,1446,0.45,2024-07-16 14:20:31
570,Sales Transactions 2024,Retail,Kaggle,2025-05-05,12517,3.7,2025-03-12 14:20:31
571,Store Performance 2023,Retail,Data.gov,2025-08-25,32691,5.37,2024-07-29 14:20:31
572,Smart Home Data 2020,IoT,Google Dataset Search,2024-12-15,303115,297.63,2023-07-12 14:20:31
573,Product Catalog 2024,E-commerce,Web Scraping,2025-05-04,2453735,1984.76,2024-07-24 14:20:31
574,Product Catalog 2021,E-commerce,Company Database,2025-11-03,537491,348.05,2024-08-29 14:20:31
575,Course Enrollment 2021,Education,Kaggle,2025-08-11,39409,13.51,2024-08-27 14:20:31
576,Product Reviews 2021,E-commerce,Kaggle,2025-11-07,571917,106.47,2023-12-27 14:20:31
577,Student Performance 2023,Education,Company Database,2025-04-18,2442168,1795.24,2023-11-26 14:20:31
578,Shipping Routes 2024,Transportation,Kaggle,2025-01-27,952889,625.07,2024-07-30 14:20:31
579,Investment Portfolio 2022,Finance,Web Scraping,2025-08-22,825531,135.26,2024-12-26 14:20:31
580,Social Media Engagement 2023,Marketing,Google Dataset Search,2025-07-01,9821591,6665.15,2025-01-05 14:20:31
581,Sales Transactions 2021,Retail,Internal,2025-10-20,7375,1.17,2024-02-03 14:20:31
582,Medical Imaging 2023,Healthcare,Data.gov,2025-07-09,5983,1.09,2025-05-04 14:20:31
583,Sensor Readings 2024,IoT,Company Database,2025-10-01,6422866,4921.16,2025-01-03 14:20:31
584,User Interactions 2022,Social Media,Kaggle,2025-10-21,8168164,5942.73,2024-01-12 14:20:31
585,Inventory Management 2023,Retail,Google Dataset Search,2025-10-02,5272,3.46,2023-10-26 14:20:31
586,Smart Home Data 2021,IoT,Company Database,2025-04-05,83743,78.71,2023-05-23 14:20:31
587,Email Marketing Metrics 2023,Marketing,Web Scraping,2025-09-06,21807,10.63,2025-03-17 14:20:31
588,Influencer Metrics 2022,Social Media,API Collection,2025-02-20,3905223,2967.23,2023-10-13 14:20:31
589,Store Performance 2021,Retail,GitHub,2025-01-05,9056745,4179.99,2023-08-21 14:20:31
590,Vehicle Telemetry 2024,IoT,Google Dataset Search,2025-01-04,12297,6.33,2023-10-01 14:20:31
591,Email Marketing Metrics 2023,Marketing,Web Scraping,2025-05-13,4801,4.74,2023-06-20 14:20:31
592,User Interactions 2021,Social Media,Web Scraping,2025-05-24,4749216,4687.23,2023-11-02 14:20:31
593,User Purchase History 2022,E-commerce,AWS Open Data,2025-02-12,9815,5.69,2024-04-07 14:20:31
594,Credit Risk Assessment 2020,Finance,Internal,2025-02-22,44226,34.3,2023-10-20 14:20:31
595,Stock Market Data 2023,Finance,Internal,2025-07-06,382597,231.13,2024-05-12 14:20:31
596,Stock Market Data 2024,Finance,Web Scraping,2025-12-02,9140,3.07,2025-02-07 14:20:31
597,Sales Transactions 2021,Retail,UCI ML Repository,2025-09-15,44462,32.61,2024-12-25 14:20:31
598,Customer Behavior Analysis 2022,Marketing,API Collection,2025-05-25,3208,0.81,2024-01-01 14:20:31
599,Medical Imaging 2020,Healthcare,Internal,2025-01-27,52178,51.77,2024-10-02 14:20:31
600,Customer Behavior Analysis 2024,Marketing,Kaggle,2025-10-24,61491,38.97,2024-11-13 14:20:31
601,Shopping Cart Abandonment 2021,E-commerce,Kaggle,2025-04-28,25482,4.35,2024-07-01 14:20:31
602,Clinical Trials 2023,Healthcare,Kaggle,2025-01-19,8178,7.44,2023-08-13 14:20:31
603,Supply Chain 2022,Manufacturing,Company Database,2025-05-07,8742,2.54,2024-04-20 14:20:31
604,Shipping Routes 2020,Transportation,Company Database,2024-12-16,38924,26.66,2022-12-30 14:20:31
605,Influencer Metrics 2021,Social Media,AWS Open Data,2025-06-01,9689781,5277.67,2024-09-19 14:20:31
606,Store Performance 2023,Retail,UCI ML Repository,2025-01-07,9057,5.16,2024-10-07 14:20:31
607,Flight Schedules 2024,Transportation,Data.gov,2025-06-25,183314,98.31,2024-01-20 14:20:31
608,Campaign Performance 2021,Marketing,Company Database,2025-09-12,677969,82.45,2023-10-12 14:20:31
609,Trending Topics 2023,Social Media,Google Dataset Search,2025-03-18,1732,1.69,2024-08-18 14:20:31
610,Sentiment Analysis 2022,Social Media,Google Dataset Search,2025-01-15,9216641,2655.02,2023-12-19 14:20:31
611,Influencer Metrics 2021,Social Media,Company Database,2025-08-31,33953,16.73,2025-01-27 14:20:31
612,Product Reviews 2022,E-commerce,UCI ML Repository,2025-02-07,25272,12.9,2024-12-28 14:20:31
613,Campaign Performance 2023,Marketing,Google Dataset Search,2025-03-26,9798,8.02,2024-03-09 14:20:31
614,Influencer Metrics 2024,Social Media,GitHub,2025-12-01,2331,0.36,2025-01-14 14:20:31
615,Medical Imaging 2024,Healthcare,GitHub,2025-03-08,258890,135.91,2024-09-13 14:20:31
616,Shopping Cart Abandonment 2021,E-commerce,API Collection,2025-01-31,49287,47.63,2024-03-29 14:20:31
617,Investment Portfolio 2023,Finance,GitHub,2025-10-05,9995890,9327.44,2025-02-28 14:20:31
618,Customer Foot Traffic 2021,Retail,Kaggle,2025-10-29,5475,2.15,2024-03-03 14:20:31
619,Quality Control 2020,Manufacturing,Company Database,2024-12-18,6447,1.55,2023-11-15 14:20:31
620,Clinical Trials 2023,Healthcare,Web Scraping,2025-06-23,9875,9.19,2025-05-07 14:20:31
621,Email Marketing Metrics 2021,Marketing,Company Database,2025-01-12,2679,2.2,2023-03-28 14:20:31
622,Product Catalog 2023,E-commerce,Data.gov,2025-01-23,2992154,1395.43,2023-12-20 14:20:31
623,Trending Topics 2022,Social Media,Google Dataset Search,2025-07-30,4136,2.46,2025-05-29 14:20:31
624,Email Marketing Metrics 2024,Marketing,Google Dataset Search,2024-12-21,7164,3.78,2023-06-26 14:20:31
625,Flight Schedules 2021,Transportation,GitHub,2025-07-08,5108,2.49,2023-07-14 14:20:31
626,Inventory Management 2024,Retail,Kaggle,2025-07-31,2923709,1038.86,2023-08-09 14:20:31
627,Patient Records 2023,Healthcare,Company Database,2025-07-14,5355087,1083.8,2024-12-14 14:20:31
628,Trending Topics 2024,Social Media,Web Scraping,2025-03-26,15532,14.85,2023-08-28 14:20:31
629,Stock Market Data 2022,Finance,AWS Open Data,2025-09-07,8047,2.38,2023-09-16 14:20:31
630,Vehicle Telemetry 2021,IoT,UCI ML Repository,2025-11-08,2387,0.29,2024-04-11 14:20:31
631,Public Transit Usage 2021,Transportation,Web Scraping,2025-10-31,87896,43.98,2025-05-20 14:20:31
632,Course Enrollment 2024,Education,Company Database,2025-01-07,2989,0.5,2023-04-27 14:20:31
633,Public Transit Usage 2020,Transportation,Internal,2025-10-05,97337,10.46,2025-03-27 14:20:31
634,Course Enrollment 2022,Education,Company Database,2025-11-03,7053874,4480.31,2024-10-06 14:20:31
635,Shipping Routes 2024,Transportation,Internal,2025-05-11,475852,420.49,2024-09-30 14:20:31
636,Customer Behavior Analysis 2020,Marketing,Web Scraping,2025-07-02,822922,453.5,2025-02-16 14:20:31
637,Quality Control 2021,Manufacturing,Google Dataset Search,2025-08-25,8639504,1125.81,2024-04-26 14:20:31
638,Sentiment Analysis 2020,Social Media,GitHub,2024-12-19,24982,23.91,2024-06-27 14:20:31
639,Learning Analytics 2024,Education,Company Database,2025-09-29,4850071,2683.68,2025-07-30 14:20:31
640,Influencer Metrics 2022,Social Media,GitHub,2025-08-07,9458,8.25,2025-02-23 14:20:31
641,Customer Foot Traffic 2022,Retail,Google Dataset Search,2025-05-19,8662,3.31,2024-10-20 14:20:31
642,Environmental Monitoring 2024,IoT,AWS Open Data,2025-07-15,458669,159.21,2024-10-27 14:20:31
643,Graduation Rates 2022,Education,UCI ML Repository,2025-11-23,775149,684.68,2024-10-05 14:20:31
644,Medical Imaging 2024,Healthcare,AWS Open Data,2025-09-11,8982,7.63,2025-01-15 14:20:31
645,Stock Market Data 2021,Finance,GitHub,2025-07-09,5547,4.04,2024-03-31 14:20:31
646,Inventory Management 2023,Retail,Internal,2025-10-22,72189,35.11,2024-11-22 14:20:31
647,User Interactions 2020,Social Media,UCI ML Repository,2025-07-10,147183,98.8,2024-06-29 14:20:31
648,Sensor Readings 2021,IoT,Google Dataset Search,2025-07-28,9851778,9056.02,2025-04-06 14:20:31
649,Graduation Rates 2023,Education,API Collection,2025-08-20,87702,73.76,2024-12-26 14:20:31
650,Flight Schedules 2020,Transportation,Internal,2025-07-03,80570,36.65,2024-12-11 14:20:31
651,Traffic Patterns 2020,Transportation,Company Database,2024-12-19,901064,619.81,2024-01-23 14:20:31
652,Traffic Patterns 2021,Transportation,UCI ML Repository,2025-01-11,1155,0.48,2024-04-14 14:20:31
653,Influencer Metrics 2022,Social Media,Data.gov,2025-04-25,714008,686.0,2023-10-28 14:20:31
654,Graduation Rates 2024,Education,Company Database,2025-08-15,5759,1.48,2025-05-23 14:20:31
655,Flight Schedules 2023,Transportation,Google Dataset Search,2025-08-13,20537,4.94,2024-03-04 14:20:31
656,Traffic Patterns 2020,Transportation,Web Scraping,2025-03-31,6230293,5907.35,2023-06-27 14:20:31
657,Stock Market Data 2020,Finance,Kaggle,2025-04-29,80528,72.33,2024-12-06 14:20:31
658,Sensor Readings 2023,IoT,Data.gov,2024-12-29,11812,11.57,2024-09-26 14:20:31
659,Smart Home Data 2024,IoT,API Collection,2025-06-18,9392867,2554.68,2023-07-27 14:20:31
660,Public Transit Usage 2020,Transportation,Internal,2025-07-16,405008,293.93,2024-11-29 14:20:31
661,Stock Market Data 2021,Finance,UCI ML Repository,2025-01-06,5744,5.38,2024-06-08 14:20:31
662,Clinical Trials 2020,Healthcare,AWS Open Data,2025-07-23,2968,0.62,2024-08-29 14:20:31
663,Equipment Maintenance 2023,Manufacturing,API Collection,2025-03-25,3103,1.34,2023-12-18 14:20:31
664,Trending Topics 2020,Social Media,Company Database,2025-05-10,681099,494.84,2024-12-13 14:20:31
665,Email Marketing Metrics 2022,Marketing,AWS Open Data,2025-03-15,8773139,5292.76,2024-01-05 14:20:31
666,Trending Topics 2023,Social Media,API Collection,2025-05-25,4183401,1088.69,2024-10-19 14:20:31
667,Sentiment Analysis 2022,Social Media,Internal,2025-10-02,6422,2.56,2024-11-02 14:20:31
668,Trending Topics 2020,Social Media,API Collection,2025-01-16,99861,18.82,2024-06-05 14:20:31
669,Clinical Trials 2022,Healthcare,Company Database,2025-04-27,13994,7.45,2024-06-17 14:20:31
670,Sales Transactions 2022,Retail,Internal,2025-05-10,7303676,5990.51,2023-07-02 14:20:31
671,Store Performance 2023,Retail,Kaggle,2025-05-16,823204,514.12,2025-02-24 14:20:31
672,Medical Imaging 2023,Healthcare,Internal,2025-03-24,3289,2.25,2023-04-27 14:20:31
673,User Interactions 2022,Social Media,Data.gov,2025-09-06,401612,198.68,2023-12-11 14:20:31
674,Sensor Readings 2024,IoT,AWS Open Data,2025-04-07,19412,9.04,2024-06-11 14:20:31
675,Influencer Metrics 2024,Social Media,AWS Open Data,2025-11-06,159515,137.82,2025-08-21 14:20:31
676,Customer Foot Traffic 2024,Retail,AWS Open Data,2025-07-29,377451,272.92,2024-03-03 14:20:31
677,Patient Records 2021,Healthcare,Web Scraping,2025-04-30,388817,160.85,2024-07-06 14:20:31
678,Supply Chain 2023,Manufacturing,Internal,2025-03-01,761384,660.17,2024-02-16 14:20:31
679,Medical Imaging 2023,Healthcare,Data.gov,2025-05-19,233798,160.63,2024-03-18 14:20:31
680,Course Enrollment 2023,Education,Kaggle,2025-06-25,762155,180.21,2023-06-28 14:20:31
681,Public Transit Usage 2022,Transportation,Kaggle,2025-09-30,492735,381.24,2024-01-13 14:20:31
682,Stock Market Data 2023,Finance,Internal,2025-03-27,387968,130.19,2023-05-28 14:20:31
683,Graduation Rates 2021,Education,Kaggle,2025-12-04,401731,88.33,2024-02-19 14:20:31
684,User Purchase History 2022,E-commerce,Company Database,2025-02-15,9570329,6202.43,2023-04-06 14:20:31
685,Campaign Performance 2022,Marketing,Data.gov,2025-01-15,39567,26.78,2023-08-09 14:20:31
686,Patient Records 2022,Healthcare,Company Database,2025-01-18,760245,428.78,2023-01-26 14:20:31
687,Public Transit Usage 2020,Transportation,API Collection,2024-12-19,7656,4.31,2024-04-01 14:20:31
688,Campaign Performance 2023,Marketing,GitHub,2025-02-09,9575,3.66,2024-11-28 14:20:31
689,Supply Chain 2022,Manufacturing,AWS Open Data,2024-12-29,229896,214.73,2023-02-18 14:20:31
690,Vehicle Telemetry 2022,IoT,GitHub,2025-10-20,5005,2.5,2024-11-16 14:20:31
691,Equipment Maintenance 2024,Manufacturing,GitHub,2025-05-31,2763416,378.68,2024-11-06 14:20:31
692,Course Enrollment 2023,Education,Kaggle,2025-01-03,318768,74.43,2024-10-15 14:20:31
693,Email Marketing Metrics 2024,Marketing,Company Database,2025-10-24,8251,1.02,2024-11-04 14:20:31
694,Sentiment Analysis 2020,Social Media,Google Dataset Search,2025-03-28,9975146,2089.31,2024-06-11 14:20:31
695,Inventory Management 2022,Retail,API Collection,2025-09-11,37701,29.91,2024-06-22 14:20:31
696,Credit Risk Assessment 2024,Finance,Data.gov,2024-12-08,620754,395.09,2023-06-12 14:20:31
697,User Purchase History 2022,E-commerce,Google Dataset Search,2025-11-12,135059,22.47,2024-08-07 14:20:31
698,User Purchase History 2022,E-commerce,GitHub,2025-05-29,409769,310.78,2024-04-16 14:20:31
699,Environmental Monitoring 2021,IoT,GitHub,2025-06-05,671651,222.25,2023-10-28 14:20:31
700,Smart Home Data 2020,IoT,Company Database,2025-04-13,6258,2.46,2024-04-11 14:20:31
701,Credit Risk Assessment 2020,Finance,GitHub,2025-10-12,79504,69.34,2023-11-12 14:20:31
702,Equipment Maintenance 2021,Manufacturing,API Collection,2025-06-13,47741,29.89,2023-11-18 14:20:31
703,Influencer Metrics 2020,Social Media,GitHub,2025-03-24,5619998,3532.28,2024-07-14 14:20:31
704,Shipping Routes 2024,Transportation,UCI ML Repository,2025-09-23,35522,23.99,2024-11-13 14:20:31
705,Clinical Trials 2021,Healthcare,AWS Open Data,2025-01-02,7571225,1903.78,2024-05-11 14:20:31
706,Product Catalog 2022,E-commerce,GitHub,2025-06-11,832546,582.79,2023-10-07 14:20:31
707,Vehicle Telemetry 2023,IoT,API Collection,2025-09-17,6945,2.01,2025-06-29 14:20:31
708,Graduation Rates 2021,Education,Google Dataset Search,2025-02-26,5678994,4864.02,2023-12-19 14:20:31
709,Product Catalog 2024,E-commerce,Internal,2024-12-19,820252,115.61,2024-03-21 14:20:31
710,Inventory Management 2020,Retail,Data.gov,2025-06-13,362171,226.46,2024-09-18 14:20:31
711,Investment Portfolio 2023,Finance,AWS Open Data,2025-02-20,3522,2.16,2023-03-30 14:20:31
712,Environmental Monitoring 2023,IoT,Google Dataset Search,2025-04-28,696249,202.05,2024-06-18 14:20:31
713,Trending Topics 2020,Social Media,Web Scraping,2025-02-13,37946,8.09,2023-03-11 14:20:31
714,Patient Records 2021,Healthcare,GitHub,2025-09-15,1198,0.37,2023-11-16 14:20:31
715,Customer Foot Traffic 2021,Retail,UCI ML Repository,2025-10-25,8278023,6542.04,2025-05-05 14:20:31
716,Traffic Patterns 2020,Transportation,Kaggle,2025-10-29,5365015,4919.16,2024-02-27 14:20:31
717,Customer Behavior Analysis 2024,Marketing,Kaggle,2025-11-19,4113,1.68,2025-04-23 14:20:31
718,Flight Schedules 2022,Transportation,AWS Open Data,2025-05-04,6634,6.21,2024-07-13 14:20:31
719,User Interactions 2020,Social Media,Data.gov,2025-02-06,7709734,1138.26,2023-02-17 14:20:31
720,User Purchase History 2024,E-commerce,AWS Open Data,2025-08-14,650626,514.81,2025-07-03 14:20:31
721,Equipment Maintenance 2024,Manufacturing,AWS Open Data,2025-09-22,255167,144.17,2024-05-16 14:20:31
722,Store Performance 2023,Retail,GitHub,2025-09-09,4843292,1959.18,2023-09-18 14:20:31
723,Shipping Routes 2023,Transportation,AWS Open Data,2025-09-02,20250,19.47,2025-02-24 14:20:31
724,Supply Chain 2024,Manufacturing,AWS Open Data,2025-11-11,447083,164.29,2024-10-05 14:20:31
725,Production Metrics 2022,Manufacturing,AWS Open Data,2025-09-25,1827599,680.33,2023-10-10 14:20:31
726,Traffic Patterns 2022,Transportation,AWS Open Data,2025-01-03,46518,25.76,2024-03-28 14:20:31
727,Clinical Trials 2023,Healthcare,UCI ML Repository,2025-05-31,42869,32.75,2024-12-15 14:20:31
728,Trending Topics 2024,Social Media,Web Scraping,2025-09-30,263055,190.14,2025-02-12 14:20:31
729,Drug Interactions 2020,Healthcare,API Collection,2025-09-10,4819758,4777.71,2025-05-17 14:20:31
730,Patient Records 2020,Healthcare,Data.gov,2025-08-20,3726864,2524.93,2024-07-15 14:20:31
731,Credit Risk Assessment 2020,Finance,AWS Open Data,2025-06-13,39347,29.06,2025-04-30 14:20:31
732,Learning Analytics 2023,Education,Kaggle,2025-03-29,2339256,1915.09,2024-06-08 14:20:31
733,Clinical Trials 2023,Healthcare,Google Dataset Search,2025-01-07,65404,29.6,2023-03-30 14:20:31
734,Sales Transactions 2023,Retail,API Collection,2025-12-03,65793,58.91,2024-09-11 14:20:31
735,Customer Foot Traffic 2021,Retail,Google Dataset Search,2025-11-05,9335,8.0,2024-05-15 14:20:31
736,Clinical Trials 2024,Healthcare,GitHub,2025-04-24,6874480,4470.79,2024-04-22 14:20:31
737,Vehicle Telemetry 2022,IoT,GitHub,2025-05-06,5311,3.05,2023-12-19 14:20:31
738,Traffic Patterns 2023,Transportation,Data.gov,2025-05-04,85103,38.5,2024-02-29 14:20:31
739,Email Marketing Metrics 2024,Marketing,Web Scraping,2025-06-23,2277480,750.42,2024-09-24 14:20:31
740,Environmental Monitoring 2020,IoT,Data.gov,2025-06-13,15092,4.74,2025-04-23 14:20:31
741,Learning Analytics 2021,Education,Internal,2025-10-20,72188,15.26,2024-06-14 14:20:31
742,Medical Imaging 2024,Healthcare,Google Dataset Search,2025-09-14,9116383,3520.53,2024-07-30 14:20:31
743,Stock Market Data 2023,Finance,Web Scraping,2025-08-28,3583043,2026.86,2024-12-02 14:20:31
744,Drug Interactions 2020,Healthcare,Company Database,2025-09-18,230860,127.11,2024-12-13 14:20:31
745,Shipping Routes 2024,Transportation,UCI ML Repository,2025-06-24,43761,41.54,2023-12-21 14:20:31
746,Patient Records 2022,Healthcare,GitHub,2025-04-09,95707,74.6,2023-05-17 14:20:31
747,Sensor Readings 2020,IoT,Company Database,2025-10-09,15504,6.17,2024-12-12 14:20:31
748,Drug Interactions 2024,Healthcare,Kaggle,2025-10-04,6971,6.15,2023-10-23 14:20:31
